289,289,289,289,289,289,289,289,289,289,289,290,291,381,382,383,383,383,383,383,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,291,
335,335,335,335,335,335,335,335,335,289,290,291,291,337,337,291,291,381,382,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,337,
381,381,381,381,381,381,381,381,381,289,289,290,291,383,383,337,337,383,383,337,337,337,337,337,337,289,289,289,289,289,289,290,381,382,383,383,
289,381,382,383,383,337,337,291,291,335,289,289,290,291,383,383,383,381,289,289,289,289,289,289,289,335,335,335,335,335,289,289,289,381,382,383,
335,335,335,381,382,383,383,337,337,381,335,289,289,289,289,289,289,289,335,335,335,335,335,335,335,381,381,381,381,381,335,335,335,381,382,383,
381,381,381,381,381,382,383,383,383,383,381,335,335,335,335,335,335,335,381,381,381,381,381,381,381,382,383,381,382,383,381,381,381,381,382,383,
381,382,383,291,291,291,291,291,291,291,289,290,291,381,381,381,381,381,382,383,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,
381,382,383,337,337,337,337,337,337,337,335,336,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,
289,290,291,291,383,383,383,383,383,289,289,290,291,383,383,383,383,289,290,291,291,291,383,383,289,290,291,291,291,291,291,291,383,383,383,383,
289,290,291,290,291,291,291,291,291,335,335,289,289,290,291,291,291,291,291,337,289,290,291,291,291,291,337,337,337,337,337,337,291,289,290,291,
289,290,291,291,290,291,337,337,289,290,291,335,335,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,290,335,336,337,
289,290,291,337,291,291,291,291,289,290,291,381,381,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,289,381,382,383,
289,290,291,383,337,337,337,289,290,291,337,381,382,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,335,335,381,382,
335,336,337,383,289,290,291,291,291,337,383,383,383,383,381,289,290,291,289,290,291,291,289,290,291,291,291,291,289,289,335,381,381,381,381,381,
381,382,289,290,291,291,337,337,337,383,383,335,335,335,381,289,290,291,290,291,337,337,290,291,337,337,337,337,289,335,381,381,381,289,290,291,
291,290,289,290,291,337,383,383,383,382,289,290,291,289,289,289,290,291,291,337,383,383,291,337,383,383,383,383,335,381,382,383,291,289,290,291,
291,289,290,291,291,383,381,335,381,382,289,290,291,335,289,290,291,337,337,383,382,383,291,291,383,381,382,383,381,382,383,337,337,289,290,291,
291,335,289,289,290,291,289,381,382,289,290,291,337,291,289,290,291,383,383,381,382,383,337,337,291,381,382,383,381,382,383,383,383,289,290,291,
291,381,335,335,289,289,290,291,382,289,290,291,383,337,289,290,291,383,381,382,383,337,383,383,337,381,382,383,289,290,291,291,291,291,290,291,
291,381,381,381,335,335,289,289,289,289,290,291,382,383,291,291,337,383,381,382,383,383,381,382,383,381,382,383,291,291,337,337,337,337,290,291,
291,381,382,383,381,381,335,335,335,289,290,291,382,383,337,337,383,383,382,383,335,381,381,382,383,382,383,291,337,337,383,383,383,383,290,291,
289,381,382,383,383,291,381,381,289,289,290,291,381,382,383,383,382,383,383,381,381,382,383,335,381,382,383,337,383,383,337,381,382,383,289,290,
335,381,382,383,383,337,382,289,290,289,290,291,290,381,382,383,382,383,291,291,291,291,289,381,382,383,291,291,291,383,289,381,382,383,289,290,
381,382,383,291,382,383,383,289,290,335,289,290,291,337,383,381,382,383,337,337,337,289,335,381,382,383,337,337,337,381,335,381,382,383,289,290,
381,382,383,337,382,383,291,289,290,381,289,290,291,383,289,381,382,383,383,383,289,335,381,382,383,383,383,383,383,289,381,382,383,381,289,290,
381,382,383,383,382,383,337,289,290,291,289,290,291,381,335,381,382,383,289,289,335,381,382,383,381,382,383,291,289,335,381,382,383,381,289,290,
381,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,291,291,289,290,290,383,383,382,335,289,
381,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,291,291,289,290,289,290,383,383,381,289,
382,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,291,291,289,290,289,289,290,383,291,289,
382,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,291,291,289,290,289,289,289,290,291,289,
381,382,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,291,291,289,290,289,289,290,291,289,
381,381,382,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,291,291,289,290,289,289,291,289,
289,381,382,382,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,291,291,289,290,289,290,289,
289,290,381,381,382,382,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,291,291,289,290,289,
289,290,381,381,381,382,382,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,291,291,289,290,
289,289,290,290,381,381,381,382,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,291,291,289,
289,290,290,290,290,381,381,381,382,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,291,291,
289,290,289,289,290,290,290,381,381,382,382,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,290,
289,289,290,290,289,290,290,290,381,381,382,382,382,383,383,289,289,290,291,289,290,291,381,382,383,289,335,381,382,383,383,381,382,383,382,289,
335,335,290,290,290,289,289,290,290,381,381,381,382,383,383,289,289,290,291,289,290,291,381,382,383,289,381,382,383,382,383,382,383,382,383,335,
290,381,289,289,290,290,290,289,290,290,381,381,381,382,383,289,289,290,291,289,290,291,381,382,383,335,381,382,383,383,381,382,383,382,383,381,
289,381,335,335,289,290,290,290,289,290,290,290,381,382,383,335,289,290,289,290,291,337,382,383,289,381,382,383,383,381,382,383,382,383,381,335,
335,382,381,381,335,289,289,290,290,289,290,290,290,291,383,381,289,290,289,290,291,383,382,383,335,381,382,289,290,291,383,381,382,383,289,381,
381,382,381,381,381,335,335,289,290,290,289,289,290,291,383,381,289,290,289,290,291,381,382,383,381,382,289,289,290,291,381,289,290,291,291,381,
291,382,382,382,381,381,381,335,289,290,290,290,289,290,291,381,289,290,289,290,291,382,383,335,381,382,335,289,290,289,290,291,291,337,337,291,
291,382,382,382,382,381,381,381,335,289,290,290,290,291,291,381,289,290,289,290,291,382,383,381,382,289,381,289,289,290,291,337,337,383,383,289,
291,289,382,382,382,382,382,381,381,335,289,289,290,291,291,290,291,291,289,290,291,382,383,382,289,289,290,289,290,291,337,383,383,381,382,289,
290,381,382,382,382,382,382,382,381,381,335,335,289,290,291,290,291,337,289,290,291,382,383,289,289,290,289,290,291,337,383,291,290,291,381,335,
289,381,289,289,382,382,382,382,382,381,381,381,335,289,289,290,291,383,289,290,291,289,289,335,289,289,290,291,337,383,383,291,291,289,381,381,
383,289,289,290,289,382,382,382,382,382,381,381,381,335,289,289,289,289,289,289,289,289,335,289,289,290,291,337,383,383,289,289,289,289,289,335,
383,289,289,290,382,289,289,382,382,382,382,382,381,381,335,335,335,335,335,289,289,335,381,289,289,290,291,383,383,381,335,335,335,335,335,381,
383,289,289,382,381,335,289,289,382,382,382,382,382,381,381,381,381,381,289,289,335,381,289,290,291,291,291,383,291,291,381,381,381,381,381,382,
383,289,289,382,381,381,289,290,289,382,382,382,382,383,290,291,382,289,335,335,289,289,290,291,291,337,337,337,337,337,291,291,291,291,291,291,
383,289,382,381,290,381,289,290,291,289,382,382,382,383,290,291,289,335,381,381,335,335,336,337,291,383,383,383,383,383,337,337,337,337,337,337,
383,382,382,381,290,382,289,290,291,335,289,289,382,383,290,289,289,381,382,383,381,381,382,383,337,337,383,335,381,382,383,383,383,383,383,383,
383,382,381,290,289,382,289,290,291,335,335,381,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,
382,381,381,290,290,382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,335,
382,381,290,289,290,382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,290,
381,290,290,290,289,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,291,289,
381,290,289,290,335,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,291,289,
290,289,290,289,381,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,291,291,
290,290,290,335,381,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,291,291,
289,290,289,381,382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,289,290,
290,289,335,381,382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,383,382,
290,335,381,382,382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,381,382,
289,381,381,382,382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,383,381,
335,381,382,382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,383,382,289,
381,382,382,382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,289,290,291,
381,382,382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,290,291,291,289,
382,382,382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,291,289,290,290,
382,382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,291,289,290,289,289,
382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,290,290,290,290,289,289,
382,289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,289,289,289,289,290,290,
289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,289,289,289,289,289,289,289,
289,290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,289,289,289,289,289,289,289,
290,291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,289,289,289,289,289,289,289,289,
291,335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,289,289,289,289,289,289,289,289,289,
335,335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,289,289,289,289,289,289,289,289,289,289,
335,381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,335,335,289,289,289,289,289,289,289,289,289,
381,382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,381,381,381,335,335,335,289,289,289,289,289,289,
382,383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,381,382,382,382,381,381,381,335,335,335,335,289,289,
383,381,382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,381,381,381,381,381,382,382,382,381,381,381,381,335,335,
382,383,383,383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,381,381,381,381,381,381,381,381,381,381,382,382,382,382,381,381,
383,383,337,381,381,381,381,382,383,382,381,382,383,383,383,383,383,337,291,291,291,291,291,291,381,381,381,381,381,381,381,381,381,381,382,382
