0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,5,6,16,17,18,0,0,0,0,4,11,18,0,0,0,0,4,11,18,0,0,0,0,4,11,18,0,0,0,0,4,5,6,16,17,
50,51,52,62,63,64,0,0,0,0,50,57,64,0,0,0,0,50,57,64,0,0,0,0,50,57,64,0,0,0,0,50,51,52,62,63,
96,97,98,108,109,110,0,0,0,0,96,37,110,0,0,0,0,96,37,110,0,0,0,0,96,37,110,0,0,0,0,96,97,98,108,109,
22,23,24,37,38,39,0,0,0,0,22,83,39,0,0,0,0,22,83,39,0,0,0,0,22,83,39,0,0,0,0,22,23,24,37,38,
68,69,70,83,84,85,0,0,0,0,68,129,85,0,0,0,0,68,129,85,0,0,0,0,68,129,85,0,0,0,0,68,69,70,83,84,
114,115,116,129,130,131,0,0,0,0,114,37,131,0,0,0,0,114,37,131,0,0,0,0,114,37,131,0,0,0,0,114,115,116,129,130,
22,23,24,37,38,39,0,0,0,0,22,37,39,0,0,0,0,22,37,39,0,0,0,0,22,37,39,0,0,0,0,22,23,24,37,38,
68,69,70,83,84,85,0,0,0,0,68,83,85,0,0,0,0,68,83,85,0,0,0,0,68,83,85,0,0,0,0,68,69,70,83,84,
114,115,116,129,130,131,0,0,0,0,114,129,131,0,0,0,0,114,129,131,0,0,0,0,114,129,131,0,0,0,0,114,115,116,129,130,
163,164,165,280,281,282,0,0,0,0,163,24,282,0,0,0,0,163,24,282,0,0,0,0,163,24,282,0,0,0,0,163,164,165,280,281,
209,210,211,326,327,328,0,0,0,0,209,70,328,0,0,0,0,209,70,328,0,0,0,0,209,70,328,0,0,0,0,209,210,211,326,327,
255,256,257,372,373,374,0,0,0,0,255,237,374,0,0,0,0,255,237,374,0,0,0,0,255,237,374,0,0,0,0,255,256,257,372,373,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,3,13,14,15,0,0,0,0,1,8,15,0,0,0,0,1,8,15,0,0,0,0,1,8,15,0,0,0,0,1,2,3,13,14,
47,48,49,59,60,61,0,0,0,0,47,54,61,0,0,0,0,47,54,61,0,0,0,0,47,54,61,0,0,0,0,47,48,49,59,60,
93,94,95,105,106,107,0,0,0,0,93,100,107,0,0,0,0,93,100,107,0,0,0,0,93,100,107,0,0,0,0,93,94,95,105,106,
19,20,21,31,32,33,0,0,0,0,19,21,33,0,0,0,0,19,21,33,0,0,0,0,19,21,33,0,0,0,0,19,20,21,31,32,
65,66,67,77,78,79,0,0,0,0,65,67,79,0,0,0,0,65,67,79,0,0,0,0,65,67,79,0,0,0,0,65,66,67,77,78,
111,112,113,123,124,125,0,0,0,0,111,113,125,0,0,0,0,111,113,125,0,0,0,0,111,113,125,0,0,0,0,111,112,113,123,124,
19,20,21,31,32,33,0,0,0,0,19,21,33,0,0,0,0,19,21,33,0,0,0,0,19,21,33,0,0,0,0,19,20,21,31,32,
65,66,67,77,78,79,0,0,0,0,65,67,79,0,0,0,0,65,67,79,0,0,0,0,65,67,79,0,0,0,0,65,66,67,77,78,
111,112,113,123,124,125,0,0,0,0,111,21,125,0,0,0,0,111,21,125,0,0,0,0,111,21,125,0,0,0,0,111,112,113,123,124,
160,161,162,166,167,168,0,0,0,0,160,67,168,0,0,0,0,160,67,168,0,0,0,0,160,67,168,0,0,0,0,160,161,162,166,167,
206,207,208,212,213,214,0,0,0,0,206,113,214,0,0,0,0,206,113,214,0,0,0,0,206,113,214,0,0,0,0,206,207,208,212,213,
252,253,254,258,259,260,0,0,0,0,252,235,260,0,0,0,0,252,235,260,0,0,0,0,252,235,260,0,0,0,0,252,253,254,258,259,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
